Position,Track Name,Artist,Streams,URL,Date,Unique ID
37,Señorita,Shawn Mendes,11481577,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,04.09.20,
38,Si Veo a Tu Mamá,Bad Bunny,11321871,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,04.09.20,
39,Ignorantes,Bad Bunny,11272238,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,04.09.20,
40,Skechers,DripReport,11186423,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,04.09.20,
41,After Hours,The Weeknd,11174275,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,04.09.20,
42,Turks (feat. Travis Scott),NAV,11042300,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf,04.09.20,
43,Yummy,Justin Bieber,10573234,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,04.09.20,
44,Amarillo,J Balvin,10463568,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL,04.09.20,
45,Tattoo,Rauw Alejandro,10234460,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d,04.09.20,
46,Like It Is,Kygo,10057465,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN,04.09.20,
47,If the World Was Ending - feat. Julia Michaels,JP Saxe,9930473,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,04.09.20,
48,Ride It,Regard,9743216,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,04.09.20,
49,Sigues Con El,Dímelo Flow,9680606,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,04.09.20,
50,High Fashion (feat. Mustard),Roddy Ricch,9516601,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,04.09.20,
51,lovely (with Khalid),Billie Eilish,9489732,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,04.09.20,
52,Morado,J Balvin,9322947,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr,04.09.20,
53,Lose Control,MEDUZA,9224480,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,04.09.20,
54,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9022572,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,04.09.20,
55,You should be sad,Halsey,8952479,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,04.09.20,
56,RITMO (Bad Boys For Life),Black Eyed Peas,8703803,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,04.09.20,
57,Walk Em Down (feat. Roddy Ricch),NLE Choppa,8515185,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,04.09.20,
58,hot girl bummer,blackbear,8504263,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,04.09.20,
59,Vete,Bad Bunny,8322420,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW,04.09.20,
60,My Oh My (feat. DaBaby),Camila Cabello,8284229,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,04.09.20,
61,CITY OF ANGELS,24kGoldn,8259795,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,04.09.20,
62,Breaking Me,Topic,8140087,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,04.09.20,
63,Diosa,Myke Towers,8132355,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky,04.09.20,
64,I Don't Care (with Justin Bieber),Ed Sheeran,8040187,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,04.09.20,
65,La Santa,Bad Bunny,8018671,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK,04.09.20,
66,Moral of the Story,Ashe,7965623,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,04.09.20,
67,Heartless,The Weeknd,7944074,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,04.09.20,
68,ily (i love you baby) (feat. Emilee),Surf Mesa,7854481,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,04.09.20,
69,Lucid Dreams,Juice WRLD,7771310,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,04.09.20,
70,"10,000 Hours (with Justin Bieber)",Dan + Shay,7696964,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,04.09.20,
71,Like That (feat. Gucci Mane),Doja Cat,7546129,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,04.09.20,
72,P2,Lil Uzi Vert,7296026,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5,04.09.20,
73,Salt,Ava Max,7293034,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV,04.09.20,
74,when the party's over,Billie Eilish,7258985,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,04.09.20,
75,Beautiful People (feat. Khalid),Ed Sheeran,7234159,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,04.09.20,
76,Stupid Love,Lady Gaga,7220911,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb,04.09.20,
77,Know Your Worth,Khalid,7204420,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,04.09.20,
78,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,7176697,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,04.09.20,
79,Hola - Remix,Dalex,7091079,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,04.09.20,
80,I'll Wait,Kygo,7059184,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2,04.09.20,
81,Shallow,Lady Gaga,6917202,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,04.09.20,
82,HIGHEST IN THE ROOM,Travis Scott,6915065,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,04.09.20,
83,Ballin' (with Roddy Ricch),Mustard,6865277,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,04.09.20,
84,In Your Eyes (feat. Alida),Robin Schulz,6742262,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC,04.09.20,
85,No Time To Die,Billie Eilish,6672361,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,04.09.20,
86,That Way - Bonus Track,Lil Uzi Vert,6558724,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC,04.09.20,
87,Lalala,Y2K,6540048,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,04.09.20,
88,Forever (feat. Post Malone & Clever),Justin Bieber,6517807,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,04.09.20,
89,What A Man Gotta Do,Jonas Brothers,6476057,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,04.09.20,
90,What If I Told You That I Love You,Ali Gatie,6463175,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,04.09.20,
91,It's You,Ali Gatie,6391910,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,04.09.20,
92,Save Your Tears,The Weeknd,6323405,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,04.09.20,
93,Believer,Imagine Dragons,6289563,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,04.09.20,
94,Falling,Harry Styles,6282262,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,04.09.20,
95,rockstar (feat. 21 Savage),Post Malone,6224777,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,04.09.20,
96,7 rings,Ariana Grande,6194150,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,04.09.20,
97,Myron,Lil Uzi Vert,6184424,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,04.09.20,
98,Lose You To Love Me,Selena Gomez,6160820,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,04.09.20,
99,Selfish,Madison Beer,6150623,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH,04.09.20,
100,Watermelon Sugar,Harry Styles,6138046,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,04.09.20,
101,Keii,Anuel AA,6044843,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,04.09.20,
102,Get You The Moon (feat. Snøw),Kina,6019034,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,04.09.20,
103,BOP,DaBaby,5984308,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,04.09.20,
104,Happier,Marshmello,5962384,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,04.09.20,
105,Ransom,Lil Tecca,5957286,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,04.09.20,
106,Never Seen the Rain,Tones And I,5940853,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,04.09.20,
107,China,Anuel AA,5921520,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,04.09.20,
108,Jocelyn Flores,XXXTENTACION,5909439,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,04.09.20,
109,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5902385,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,04.09.20,
110,SAD!,XXXTENTACION,5892177,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,04.09.20,
111,Elegí (feat. Dímelo Flow),Rauw Alejandro,5858708,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau,04.09.20,
112,OUT WEST (feat. Young Thug),JACKBOYS,5824932,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,04.09.20,
113,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,5795503,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn,04.09.20,
114,Suicidal,YNW Melly,5790542,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,04.09.20,
115,Goodbyes (Feat. Young Thug),Post Malone,5761296,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,04.09.20,
116,Bohemian Rhapsody - 2011 Mix,Queen,5721494,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,04.09.20,
117,Favorito,Camilo,5629982,https://open.spotify.com/track/0Snbzbd74RLfL0i4nn1vU5,04.09.20,
118,Bruises,Lewis Capaldi,5627787,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,04.09.20,
119,Without Me,Halsey,5621672,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,04.09.20,
120,Old Town Road - Remix,Lil Nas X,5600775,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,04.09.20,
121,Me Gusta,Shakira,5588546,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a,04.09.20,
122,LA CANCIÓN,J Balvin,5558494,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,04.09.20,
123,Azul,J Balvin,5546817,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,04.09.20,
124,Shape of You,Ed Sheeran,5546764,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,04.09.20,
125,Maniac,Conan Gray,5530134,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,04.09.20,
126,Muévelo,Nicky Jam,5525562,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,04.09.20,
127,I Love Me,Demi Lovato,5449099,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA,04.09.20,
128,Follow,KAROL G,5447151,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw,04.09.20,
129,Say You Won't Let Go,James Arthur,5413402,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,04.09.20,
130,Make You Mine,PUBLIC,5401769,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,04.09.20,
131,Can We Kiss Forever?,Kina,5385627,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,04.09.20,
132,Money In The Grave (Drake ft. Rick Ross),Drake,5308830,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,04.09.20,
133,Fantasias,Rauw Alejandro,5305441,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,04.09.20,
134,SUGAR,BROCKHAMPTON,5271388,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,04.09.20,
135,PTSD,G Herbo,5265832,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,04.09.20,
136,Blanco,J Balvin,5258456,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590,04.09.20,
137,A Tu Merced,Bad Bunny,5257128,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0,04.09.20,
138,Kings & Queens,Ava Max,5250604,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,04.09.20,
139,Perfect,Ed Sheeran,5230729,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,04.09.20,
140,Sucker,Jonas Brothers,5184922,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,04.09.20,
141,Higher Love,Kygo,5182342,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,04.09.20,
142,No Me Conoce - Remix,Jhay Cortez,5182033,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,04.09.20,
143,Levitating,Dua Lipa,5180245,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP,04.09.20,
144,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,5120913,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI,04.09.20,
145,No Idea,Don Toliver,5120410,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU,04.09.20,
146,Wow.,Post Malone,5119605,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,04.09.20,
147,July,Noah Cyrus,5087738,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,04.09.20,
148,Callaita,Bad Bunny,5085359,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,04.09.20,
149,WANNABE,ITZY,5053800,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,04.09.20,
150,To Die For,Sam Smith,5047846,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,04.09.20,
151,Robbery,Juice WRLD,5044279,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,04.09.20,
152,PORFA,Feid,5033528,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T,04.09.20,
153,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,4993418,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,04.09.20,
154,Sweet but Psycho,Ava Max,4984903,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,04.09.20,
155,ocean eyes,Billie Eilish,4960457,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,04.09.20,
156,Dior,Pop Smoke,4940450,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,04.09.20,
157,Piece Of Your Heart,MEDUZA,4930446,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,04.09.20,
158,Jangueo,Alex Rose,4917096,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg,04.09.20,
159,goosebumps,Travis Scott,4912306,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,04.09.20,
160,Eastside (with Halsey & Khalid),benny blanco,4907160,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,04.09.20,
161,How Do You Sleep?,Sam Smith,4904728,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,04.09.20,
162,Fantasias - Remix,Rauw Alejandro,4896958,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV,04.09.20,
163,Moonlight,XXXTENTACION,4878125,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,04.09.20,
164,"Alone, Pt. II",Alan Walker,4839355,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,04.09.20,
165,The Take (feat. Chris Brown),Tory Lanez,4822030,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY,04.09.20,
166,SICKO MODE,Travis Scott,4803766,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,04.09.20,
167,The Less I Know The Better,Tame Impala,4770581,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,04.09.20,
168,Hallucinate,Dua Lipa,4752818,https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg,04.09.20,
169,Dancing With A Stranger (with Normani),Sam Smith,4748666,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,04.09.20,
170,Old Me,5 Seconds of Summer,4724056,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO,04.09.20,
171,Let Me Down Slowly,Alec Benjamin,4716311,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,04.09.20,
172,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4679519,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,04.09.20,
173,Pero Ya No,Bad Bunny,4666658,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy,04.09.20,
174,Be Alright,Dean Lewis,4664458,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,04.09.20,
175,All of Me,John Legend,4655650,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,04.09.20,
176,Lights Up,Harry Styles,4644754,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,04.09.20,
177,3 Nights,Dominic Fike,4614427,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX,04.09.20,
178,Takeaway,The Chainsmokers,4572676,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,04.09.20,
179,Youngblood,5 Seconds of Summer,4571401,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,04.09.20,
180,Hate Me (with Juice WRLD),Ellie Goulding,4566449,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,04.09.20,
181,Hardest To Love,The Weeknd,4553544,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX,04.09.20,
182,I Like Me Better,Lauv,4526997,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,04.09.20,
183,Something Just Like This,The Chainsmokers,4520566,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,04.09.20,
184,If I Can't Have You,Shawn Mendes,4503561,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,04.09.20,
185,Better Now,Post Malone,4503490,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,04.09.20,
186,Girls Like You (feat. Cardi B),Maroon 5,4496948,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,04.09.20,
187,God's Plan,Drake,4493795,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,04.09.20,
188,"thank u, next",Ariana Grande,4478284,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,04.09.20,
189,High Hopes,Panic! At The Disco,4474141,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,04.09.20,
190,Heart On Ice,Rod Wave,4465139,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,04.09.20,
191,BRABA,Luísa Sonza,4452819,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,04.09.20,
192,Woah,Lil Baby,4425610,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob,04.09.20,
193,changes,XXXTENTACION,4424287,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,04.09.20,
194,La Cama - Remix,Lunay,4402934,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9,04.09.20,
195,Good as Hell (feat. Ariana Grande),Lizzo,4382025,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq,04.09.20,
196,Astronomia,Vicetone,4379873,https://open.spotify.com/track/665AK0ovB11McZRwfa852G,04.09.20,
197,XO Tour Llif3,Lil Uzi Vert,4343510,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,04.09.20,
198,Cradles,Sub Urban,4335261,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC,04.09.20,
199,Pretty Please,Dua Lipa,4305034,https://open.spotify.com/track/6DXZiYUbrYgrVIhfX3U9Z2,04.09.20,
200,I.F.L.Y.,Bazzi,4284951,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,04.09.20,
Position,Track Name,Artist,Streams,URL,Date,
1,Blinding Lights,The Weeknd,43296504,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,04.16.20,
2,Toosie Slide,Drake,43153861,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,04.16.20,
3,Roses - Imanbek Remix,SAINt JHN,35069879,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,04.16.20,
4,Don't Start Now,Dua Lipa,31564263,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,04.16.20,
5,death bed (coffee for your head),Powfu,30190541,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,04.16.20,
6,The Box,Roddy Ricch,28512193,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,04.16.20,
7,Dance Monkey,Tones And I,27266663,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,04.16.20,
8,Blueberry Faygo,Lil Mosey,25687351,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,04.16.20,
9,Say So,Doja Cat,23386803,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,04.16.20,
10,Break My Heart,Dua Lipa,20576047,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,04.16.20,
11,Intentions (feat. Quavo),Justin Bieber,20208715,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,04.16.20,
12,Falling,Trevor Daniel,20006082,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,04.16.20,
13,Sunday Best,Surfaces,18950883,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,04.16.20,
14,Supalonely,BENEE,18678171,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,04.16.20,
15,Safaera,Bad Bunny,17131968,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,04.16.20,
16,Savage,Megan Thee Stallion,16908742,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,04.16.20,
17,ROXANNE,Arizona Zervas,16504190,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,04.16.20,
18,In Your Eyes,The Weeknd,16344380,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,04.16.20,
19,Yo Perreo Sola,Bad Bunny,16341916,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,04.16.20,
20,Someone You Loved,Lewis Capaldi,16048939,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,04.16.20,
21,Physical,Dua Lipa,15850857,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,04.16.20,
22,Circles,Post Malone,15270389,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,04.16.20,
23,Boss Bitch,Doja Cat,15186320,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,04.16.20,
24,Tusa,KAROL G,15184719,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,04.16.20,
25,Adore You,Harry Styles,13700301,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,04.16.20,
26,WHATS POPPIN,Jack Harlow,13485024,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,04.16.20,
27,Rojo,J Balvin,13398064,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,04.16.20,
28,Life Is Good (feat. Drake),Future,13062517,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,04.16.20,
29,Memories,Maroon 5,12988031,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,04.16.20,
30,Level of Concern,Twenty One Pilots,12430584,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8,04.16.20,
31,Skechers,DripReport,12391872,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,04.16.20,
32,bad guy,Billie Eilish,12258804,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,04.16.20,
33,Godzilla (feat. Juice WRLD),Eminem,11932158,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,04.16.20,
34,Before You Go,Lewis Capaldi,11851128,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,04.16.20,
35,everything i wanted,Billie Eilish,11414250,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,04.16.20,
36,Señorita,Shawn Mendes,11256258,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,04.16.20,
37,BELIEVE IT,PARTYNEXTDOOR,11031596,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD,04.16.20,
38,Favorito,Camilo,10945824,https://open.spotify.com/track/0Snbzbd74RLfL0i4nn1vU5,04.16.20,
39,If the World Was Ending - feat. Julia Michaels,JP Saxe,10787863,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,04.16.20,
40,Boyfriend,Selena Gomez,10779649,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M,04.16.20,
41,La Difícil,Bad Bunny,10549945,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,04.16.20,
42,ily (i love you baby) (feat. Emilee),Surf Mesa,10216308,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,04.16.20,
43,Tattoo,Rauw Alejandro,10028893,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d,04.16.20,
44,Amarillo,J Balvin,9934015,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL,04.16.20,
45,Ignorantes,Bad Bunny,9929839,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,04.16.20,
46,Ride It,Regard,9898811,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,04.16.20,
47,Si Veo a Tu Mamá,Bad Bunny,9800811,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,04.16.20,
48,Yummy,Justin Bieber,9742051,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,04.16.20,
49,After Hours,The Weeknd,9563024,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,04.16.20,
50,Lose Control,MEDUZA,9543528,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,04.16.20,
51,lovely (with Khalid),Billie Eilish,9240466,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,04.16.20,
52,Walk Em Down (feat. Roddy Ricch),NLE Choppa,9006129,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,04.16.20,
53,FIND MY WAY,DaBaby,8879530,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO,04.16.20,
54,High Fashion (feat. Mustard),Roddy Ricch,8813749,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,04.16.20,
55,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8747575,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,04.16.20,
56,Breaking Me,Topic,8642809,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,04.16.20,
57,Like It Is,Kygo,8617355,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN,04.16.20,
