Unnamed: 0,Unnamed: 1,Unnamed: 2,,,,
Position,Track Name,Artist,Streams,URL,Date,Unique ID
004,Blinding Lights,The Weeknd,6612087,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,06.25.20,06.25.20_004
005,Watermelon Sugar,Harry Styles,6028536,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,06.25.20,06.25.20_005
006,THE SCOTTS,THE SCOTTS,5858743,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,06.25.20,06.25.20_006
007,The Box,Roddy Ricch,5435062,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,06.25.20,06.25.20_007
008,The Bigger Picture,Lil Baby,5430966,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1,06.25.20,06.25.20_008
009,WHATS POPPIN,Jack Harlow,5167067,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,06.25.20,06.25.20_009
010,Toosie Slide,Drake,4997871,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,06.25.20,06.25.20_010
011,Roses - Imanbek Remix,SAINt JHN,4939057,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,06.25.20,06.25.20_011
012,Savage Remix (feat. Beyoncé),Megan Thee Stallion,4918488,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,06.25.20,06.25.20_012
013,Rain On Me (with Ariana Grande),Lady Gaga,4742174,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,06.25.20,06.25.20_013
014,Walk Em Down (feat. Roddy Ricch),NLE Choppa,4476811,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,06.25.20,06.25.20_014
015,Tommy Lee (feat. Post Malone),Tyla Yaweh,4472543,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV,06.25.20,06.25.20_015
016,After Party,Don Toliver,4403076,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,06.25.20,06.25.20_016
017,Sunday Best,Surfaces,4344142,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,06.25.20,06.25.20_017
018,VACATION,Tyga,4268189,https://open.spotify.com/track/6q2uIyLqASSpv2SIv2ehWK,06.25.20,06.25.20_018
019,death bed (coffee for your head),Powfu,4244003,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,06.25.20,06.25.20_019
020,Intentions (feat. Quavo),Justin Bieber,4121311,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,06.25.20,06.25.20_020
021,GO (feat. Juice WRLD),The Kid LAROI,3916805,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew,06.25.20,06.25.20_021
022,Circles,Post Malone,3813460,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,06.25.20,06.25.20_022
023,Chicago Freestyle (feat. Giveon),Drake,3805700,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,06.25.20,06.25.20_023
024,Savage Love (Laxed - Siren Beat),Jawsh 685,3721689,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,06.25.20,06.25.20_024
025,We Paid (feat. 42 Dugg),Lil Baby,3672506,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,06.25.20,06.25.20_025
026,Life Is Good (feat. Drake),Future,3604097,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,06.25.20,06.25.20_026
027,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3567449,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,06.25.20,06.25.20_027
028,Flex (feat. Juice WRLD),Polo G,3526419,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz,06.25.20,06.25.20_028
029,Don't Start Now,Dua Lipa,3518585,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,06.25.20,06.25.20_029
030,GOOBA,6ix9ine,3440732,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,06.25.20,06.25.20_030
031,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3416178,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,06.25.20,06.25.20_031
032,Stuck with U (with Justin Bieber),Ariana Grande,3315786,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,06.25.20,06.25.20_032
033,Adore You,Harry Styles,3296787,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,06.25.20,06.25.20_033
034,Falling,Trevor Daniel,3293112,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,06.25.20,06.25.20_034
035,Break My Heart,Dua Lipa,3268836,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,06.25.20,06.25.20_035
036,Righteous,Juice WRLD,3258304,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t,06.25.20,06.25.20_036
037,Supalonely,BENEE,3226967,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,06.25.20,06.25.20_037
038,Lucid Dreams,Juice WRLD,3209735,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,06.25.20,06.25.20_038
039,goosebumps,Travis Scott,3166486,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,06.25.20,06.25.20_039
040,ROXANNE,Arizona Zervas,3102269,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,06.25.20,06.25.20_040
041,Deep End Freestyle,Sleepy Hallow,3046018,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O,06.25.20,06.25.20_041
042,hot girl bummer,blackbear,3045975,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,06.25.20,06.25.20_042
043,HIGHEST IN THE ROOM,Travis Scott,3013239,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,06.25.20,06.25.20_043
044,Ballin' (with Roddy Ricch),Mustard,2998817,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,06.25.20,06.25.20_044
045,Emotionally Scarred,Lil Baby,2941830,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm,06.25.20,06.25.20_045
046,High Fashion (feat. Mustard),Roddy Ricch,2912901,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,06.25.20,06.25.20_046
047,Shotta Flow 5,NLE Choppa,2909974,https://open.spotify.com/track/1orjH4IkSH9VrWmRCToKV8,06.25.20,06.25.20_047
048,Someone You Loved,Lewis Capaldi,2908957,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,06.25.20,06.25.20_048
049,Snow On Tha Bluff,J. Cole,2884630,https://open.spotify.com/track/1oOEkBNp4zWnkD7nWjJdog,06.25.20,06.25.20_049
050,Myron,Lil Uzi Vert,2881612,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,06.25.20,06.25.20_050
051,Be Kind (with Halsey),Marshmello,2812802,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,06.25.20,06.25.20_051
052,Bleed,A Boogie Wit da Hoodie,2733417,https://open.spotify.com/track/5XzombolzpiaOSTdj1W0VS,06.25.20,06.25.20_052
053,Robbery,Juice WRLD,2733013,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,06.25.20,06.25.20_053
054,Before You Go,Lewis Capaldi,2730405,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,06.25.20,06.25.20_054
055,Chasin' You,Morgan Wallen,2711730,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,06.25.20,06.25.20_055
056,ily (i love you baby) (feat. Emilee),Surf Mesa,2672608,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,06.25.20,06.25.20_056
057,SICKO MODE,Travis Scott,2665058,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,06.25.20,06.25.20_057
058,TROLLZ (with Nicki Minaj),6ix9ine,2659556,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso,06.25.20,06.25.20_058
059,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2614603,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,06.25.20,06.25.20_059
060,All Girls Are The Same,Juice WRLD,2545908,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,06.25.20,06.25.20_060
061,21,Polo G,2545261,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,06.25.20,06.25.20_061
062,Say So,Doja Cat,2544452,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,06.25.20,06.25.20_062
063,Play Date,Melanie Martinez,2493454,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,06.25.20,06.25.20_063
064,BOP,DaBaby,2483799,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,06.25.20,06.25.20_064
065,BLACK PARADE,Beyoncé,2459804,https://open.spotify.com/track/2qzUpSVI4NnPyWxbXwumTj,06.25.20,06.25.20_065
066,Dance Monkey,Tones And I,2448681,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,06.25.20,06.25.20_066
067,Godzilla (feat. Juice WRLD),Eminem,2443788,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,06.25.20,06.25.20_067
068,Prospect (ft. Lil Baby),iann dior,2390843,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt,06.25.20,06.25.20_068
069,Jocelyn Flores,XXXTENTACION,2353340,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,06.25.20,06.25.20_069
070,In Your Eyes,The Weeknd,2346548,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,06.25.20,06.25.20_070
071,Whiskey Glasses,Morgan Wallen,2276618,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,06.25.20,06.25.20_071
072,I Hope,Gabby Barrett,2273387,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,06.25.20,06.25.20_072
073,Lose Somebody,Kygo,2240070,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,06.25.20,06.25.20_073
074,everything i wanted,Billie Eilish,2205004,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,06.25.20,06.25.20_074
075,Yo Perreo Sola,Bad Bunny,2162801,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,06.25.20,06.25.20_075
076,SAD!,XXXTENTACION,2149045,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,06.25.20,06.25.20_076
077,Go Crazy,Chris Brown,2144171,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,06.25.20,06.25.20_077
078,MIDDLE CHILD,J. Cole,2109065,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,06.25.20,06.25.20_078
079,That Way - Bonus Track,Lil Uzi Vert,2106890,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC,06.25.20,06.25.20_079
080,Savage,Megan Thee Stallion,2099661,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,06.25.20,06.25.20_080
081,P2,Lil Uzi Vert,2096022,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5,06.25.20,06.25.20_081
082,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,2077857,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD,06.25.20,06.25.20_082
083,Are You Bored Yet? (feat. Clairo),Wallows,2074942,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,06.25.20,06.25.20_083
084,Turks (with Gunna & ft. Travis Scott),NAV,2074180,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2,06.25.20,06.25.20_084
085,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,2065866,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,06.25.20,06.25.20_085
086,Magic In The Hamptons (feat. Lil Yachty),Social House,2063835,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp,06.25.20,06.25.20_086
087,If the World Was Ending - feat. Julia Michaels,JP Saxe,2053427,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,06.25.20,06.25.20_087
088,Breaking Me,Topic,2051958,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,06.25.20,06.25.20_088
089,OUT WEST (feat. Young Thug),JACKBOYS,2042472,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,06.25.20,06.25.20_089
090,PTSD,G Herbo,2027140,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,06.25.20,06.25.20_090
091,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,2004517,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,06.25.20,06.25.20_091
092,Ransom,Lil Tecca,2001154,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,06.25.20,06.25.20_092
093,SLOW DANCING IN THE DARK,Joji,1991307,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,06.25.20,06.25.20_093
094,Money In The Grave (Drake ft. Rick Ross),Drake,1981256,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,06.25.20,06.25.20_094
095,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1978213,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,06.25.20,06.25.20_095
096,lovely (with Khalid),Billie Eilish,1970295,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,06.25.20,06.25.20_096
097,Truth Hurts,Lizzo,1947653,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,06.25.20,06.25.20_097
098,Beautiful Crazy,Luke Combs,1947593,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,06.25.20,06.25.20_098
099,Say So (feat. Nicki Minaj),Doja Cat,1945774,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa,06.25.20,06.25.20_099
100,Wow.,Post Malone,1944276,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,06.25.20,06.25.20_100
101,"10,000 Hours (with Justin Bieber)",Dan + Shay,1927988,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,06.25.20,06.25.20_101
102,bad guy,Billie Eilish,1915709,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,06.25.20,06.25.20_102
103,XO Tour Llif3,Lil Uzi Vert,1914351,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,06.25.20,06.25.20_103
104,Solitaires (feat. Travis Scott),Future,1906675,https://open.spotify.com/track/4kfeRwpq5KUaqTkgi4TbDF,06.25.20,06.25.20_104
105,Heartless (feat. Morgan Wallen),Diplo,1906214,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,06.25.20,06.25.20_105
106,Safaera,Bad Bunny,1900127,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,06.25.20,06.25.20_106
107,rockstar (feat. 21 Savage),Post Malone,1899519,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,06.25.20,06.25.20_107
108,Suge,DaBaby,1892907,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,06.25.20,06.25.20_108
109,Sum 2 Prove,Lil Baby,1867578,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S,06.25.20,06.25.20_109
110,Stunnin' (feat. Harm Franklin),Curtis Waters,1865678,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,06.25.20,06.25.20_110
111,Woah,Lil Baby,1853544,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob,06.25.20,06.25.20_111
112,Go Stupid,Polo G,1852805,https://open.spotify.com/track/4PklAHGXT5ityno3IA8SKd,06.25.20,06.25.20_112
113,Goodbyes (feat. Young Thug),Post Malone,1852262,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C,06.25.20,06.25.20_113
114,Memories,Maroon 5,1827288,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,06.25.20,06.25.20_114
115,I Fall Apart,Post Malone,1823844,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,06.25.20,06.25.20_115
116,Do It,Chloe x Halle,1806204,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3,06.25.20,06.25.20_116
117,No Guidance (feat. Drake),Chris Brown,1801437,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,06.25.20,06.25.20_117
118,Sour Candy (with BLACKPINK),Lady Gaga,1800289,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u,06.25.20,06.25.20_118
119,The Less I Know The Better,Tame Impala,1792020,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,06.25.20,06.25.20_119
120,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,1780532,https://open.spotify.com/track/0LEFmgIj8ABU7CelzGh5Bs,06.25.20,06.25.20_120
121,Armed And Dangerous,Juice WRLD,1775408,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,06.25.20,06.25.20_121
122,July,Noah Cyrus,1770655,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,06.25.20,06.25.20_122
123,MAMACITA,Black Eyed Peas,1768846,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3,06.25.20,06.25.20_123
124,Tongue Tied,Grouplove,1765358,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,06.25.20,06.25.20_124
125,Falling,Harry Styles,1764149,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,06.25.20,06.25.20_125
126,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,1764071,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM,06.25.20,06.25.20_126
127,COOLER THAN A BITCH (feat. Roddy Ricch),Gunna,1762623,https://open.spotify.com/track/5LHHKZOwV8XW4LJP2C64mw,06.25.20,06.25.20_127
128,Dior,Pop Smoke,1754443,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,06.25.20,06.25.20_128
129,Fuck Love (feat. Trippie Redd),XXXTENTACION,1748203,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,06.25.20,06.25.20_129
130,Pop Out (feat. Lil Tjay),Polo G,1742552,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,06.25.20,06.25.20_130
131,when the party's over,Billie Eilish,1740604,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,06.25.20,06.25.20_131
132,Maniac,Conan Gray,1731287,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,06.25.20,06.25.20_132
133,More Than My Hometown,Morgan Wallen,1702085,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa,06.25.20,06.25.20_133
134,Make It Rain,Pop Smoke,1688540,https://open.spotify.com/track/4TgHt7vKCimpywaiKfl0uj,06.25.20,06.25.20_134
135,Reality Check,Swae Lee,1685263,https://open.spotify.com/track/2p72O2JobPc9sVz520Hil5,06.25.20,06.25.20_135
136,Moonlight,XXXTENTACION,1679442,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,06.25.20,06.25.20_136
137,SUGAR,BROCKHAMPTON,1665497,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,06.25.20,06.25.20_137
138,TKN (feat. Travis Scott),ROSALÍA,1661513,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,06.25.20,06.25.20_138
139,Be Something (feat. Lil Baby),Polo G,1654878,https://open.spotify.com/track/65jw6GhwQW3Db55PxlPEpS,06.25.20,06.25.20_139
140,EARFQUAKE,"Tyler, The Creator",1647849,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,06.25.20,06.25.20_140
141,FTP,YG,1640759,https://open.spotify.com/track/2RBsmtiaD90yNFtqkFjBVW,06.25.20,06.25.20_141
142,Señorita,Shawn Mendes,1639652,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,06.25.20,06.25.20_142
143,Kings & Queens,Ava Max,1639625,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,06.25.20,06.25.20_143
144,No Role Modelz,J. Cole,1637590,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,06.25.20,06.25.20_144
145,Murder On My Mind,YNW Melly,1637243,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,06.25.20,06.25.20_145
146,Going Bad (feat. Drake),Meek Mill,1636967,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,06.25.20,06.25.20_146
147,Better Now,Post Malone,1621396,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,06.25.20,06.25.20_147
148,One Shot (feat. Lil Baby) - From Road To Fast 9 Mixtape,YoungBoy Never Broke Again,1619448,https://open.spotify.com/track/6HM2tjTLqJi0poAkCdnNTB,06.25.20,06.25.20_148
149,No Idea,Don Toliver,1607627,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU,06.25.20,06.25.20_149
150,Broke In A Minute,Tory Lanez,1603891,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF,06.25.20,06.25.20_150
151,F.N,Lil Tjay,1603378,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,06.25.20,06.25.20_151
152,Congratulations,Post Malone,1599166,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,06.25.20,06.25.20_152
153,Hasta Que Dios Diga,Anuel AA,1595718,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,06.25.20,06.25.20_153
154,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1595120,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,06.25.20,06.25.20_154
155,This City,Sam Fischer,1591592,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt,06.25.20,06.25.20_155
156,Heartless,The Weeknd,1591165,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,06.25.20,06.25.20_156
157,7 rings,Ariana Grande,1576387,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,06.25.20,06.25.20_157
158,Lean Wit Me,Juice WRLD,1574125,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,06.25.20,06.25.20_158
159,Need It,Migos,1565138,https://open.spotify.com/track/6mtjo5kIHKlboGE84lf1FJ,06.25.20,06.25.20_159
160,VIBEZ,DaBaby,1562940,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,06.25.20,06.25.20_160
161,When It Rains It Pours,Luke Combs,1553560,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,06.25.20,06.25.20_161
162,Heart On Ice,Rod Wave,1545608,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,06.25.20,06.25.20_162
163,20 Min,Lil Uzi Vert,1536215,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,06.25.20,06.25.20_163
164,Camelot,NLE Choppa,1534304,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,06.25.20,06.25.20_164
165,I Hope You’re Happy Now,Carly Pearce,1530021,https://open.spotify.com/track/0Al3wN3keprGTSgG8NBwjr,06.25.20,06.25.20_165
166,Body Like A Back Road,Sam Hunt,1525837,https://open.spotify.com/track/7FpBQ067pHB67deawpbbcY,06.25.20,06.25.20_166
167,Best Part (feat. Daniel Caesar),H.E.R.,1523461,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,06.25.20,06.25.20_167
168,223's (feat. 9lokknine),YNW Melly,1522452,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,06.25.20,06.25.20_168
169,Wait a Minute!,WILLOW,1519555,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,06.25.20,06.25.20_169
170,Redbone,Childish Gambino,1513276,https://open.spotify.com/track/0wXuerDYiBnERgIpbb3JBR,06.25.20,06.25.20_170
171,Mr. Brightside,The Killers,1513261,https://open.spotify.com/track/7d8GetOsjbxYnlo6Y9e5Kw,06.25.20,06.25.20_171
172,Suicidal,YNW Melly,1509543,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,06.25.20,06.25.20_172
173,Legends,Juice WRLD,1506642,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,06.25.20,06.25.20_173
174,HUMBLE.,Kendrick Lamar,1501927,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,06.25.20,06.25.20_174
175,One Margarita,Luke Bryan,1496192,https://open.spotify.com/track/6NhS5LwYbJ6xD7BGvlWRJO,06.25.20,06.25.20_175
176,The London (feat. J. Cole & Travis Scott),Young Thug,1494561,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,06.25.20,06.25.20_176
177,Hate Me (with Juice WRLD),Ellie Goulding,1492134,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,06.25.20,06.25.20_177
178,Happier,Marshmello,1487014,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,06.25.20,06.25.20_178
179,Don't Stop Believin',Journey,1479508,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,06.25.20,06.25.20_179
180,Yes Indeed,Lil Baby,1478870,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,06.25.20,06.25.20_180
181,Lockdown,Anderson .Paak,1475271,https://open.spotify.com/track/5oZps6mYqU5s7A4WjUZggJ,06.25.20,06.25.20_181
182,Tequila,Dan + Shay,1473519,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,06.25.20,06.25.20_182
183,Boss Bitch,Doja Cat,1466992,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,06.25.20,06.25.20_183
184,Young Dumb & Broke,Khalid,1465230,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,06.25.20,06.25.20_184
185,changes,XXXTENTACION,1462984,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,06.25.20,06.25.20_185
186,Without Me,Halsey,1457575,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,06.25.20,06.25.20_186
187,On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,1456843,https://open.spotify.com/track/4ejNoyrhgjrioqJbgTNPu3,06.25.20,06.25.20_187
188,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1456132,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,06.25.20,06.25.20_188
189,Electric Love,BØRNS,1453202,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,06.25.20,06.25.20_189
190,Speechless,Dan + Shay,1449888,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,06.25.20,06.25.20_190
191,Paradise,Bazzi,1449193,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn,06.25.20,06.25.20_191
192,Daisies,Katy Perry,1448555,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc,06.25.20,06.25.20_192
193,Hurricane,Luke Combs,1447880,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1,06.25.20,06.25.20_193
194,Say You Won't Let Go,James Arthur,1446643,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,06.25.20,06.25.20_194
195,One Man Band,Old Dominion,1442446,https://open.spotify.com/track/4d06WHb42InzAePn3rarVx,06.25.20,06.25.20_195
196,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,1442130,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,06.25.20,06.25.20_196
197,Out Of Love (feat. Internet Money),Lil Tecca,1441164,https://open.spotify.com/track/7rTzrRdc5UbvLr0gwI1J3E,06.25.20,06.25.20_197
