Unnamed: 0,Unnamed: 1,Unnamed: 2,,,,
Position,Track Name,Artist,Streams,URL,Date,Unique ID
100,SICKO MODE,Travis Scott,2238062,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,02.13.20,02.13.20_100
101,Legends,Juice WRLD,2208616,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,02.13.20,02.13.20_101
102,Yellow Hearts,Ant Saunders,2206227,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,02.13.20,02.13.20_102
103,SAD!,XXXTENTACION,2184337,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,02.13.20,02.13.20_103
104,F.N,Lil Tjay,2183034,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,02.13.20,02.13.20_104
105,ocean eyes,Billie Eilish,2157533,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,02.13.20,02.13.20_105
106,The London (feat. J. Cole & Travis Scott),Young Thug,2144067,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,02.13.20,02.13.20_106
107,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,2132792,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,02.13.20,02.13.20_107
108,I Fall Apart,Post Malone,2128749,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,02.13.20,02.13.20_108
109,One Thing Right,Marshmello,2117166,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,02.13.20,02.13.20_109
110,rockstar (feat. 21 Savage),Post Malone,2117058,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,02.13.20,02.13.20_110
111,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2084640,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,02.13.20,02.13.20_111
112,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2084036,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,02.13.20,02.13.20_112
113,7 rings,Ariana Grande,2073979,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,02.13.20,02.13.20_113
114,No Judgement,Niall Horan,2052888,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK,02.13.20,02.13.20_114
115,BEST ON EARTH (feat. BIA) - Bonus,Russ,2040471,https://open.spotify.com/track/0xKBkLcF71uUQeTA7FSu4A,02.13.20,02.13.20_115
116,Revenge,Joyner Lucas,2033146,https://open.spotify.com/track/43mwjiAXLMqkOv4vtlNweU,02.13.20,02.13.20_116
117,Enemies (feat. DaBaby),Post Malone,2033084,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,02.13.20,02.13.20_117
118,Without Me,Halsey,2022734,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,02.13.20,02.13.20_118
119,FML,Arizona Zervas,2018588,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,02.13.20,02.13.20_119
120,Peta (feat. Meek Mill),Roddy Ricch,1994557,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,02.13.20,02.13.20_120
121,One Man Band,Old Dominion,1994415,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR,02.13.20,02.13.20_121
122,Lalala,Y2K,1993555,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,02.13.20,02.13.20_122
123,Lose Control,MEDUZA,1990633,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,02.13.20,02.13.20_123
124,Beautiful People (feat. Khalid),Ed Sheeran,1979546,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,02.13.20,02.13.20_124
125,Better Now,Post Malone,1969783,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,02.13.20,02.13.20_125
126,Lights Up,Harry Styles,1955402,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,02.13.20,02.13.20_126
127,Armed And Dangerous,Juice WRLD,1948917,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,02.13.20,02.13.20_127
128,I Don't Care (with Justin Bieber),Ed Sheeran,1947039,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,02.13.20,02.13.20_128
129,VALENTINO,24kGoldn,1945712,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q,02.13.20,02.13.20_129
130,I Hope,Gabby Barrett,1944662,https://open.spotify.com/track/2Hc4t9N2nt37oO4sF9BynI,02.13.20,02.13.20_130
131,Panini,Lil Nas X,1943211,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,02.13.20,02.13.20_131
132,Falling,Harry Styles,1931200,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,02.13.20,02.13.20_132
133,Talk (feat. Disclosure),Khalid,1915358,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,02.13.20,02.13.20_133
134,You Need To Calm Down,Taylor Swift,1912917,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,02.13.20,02.13.20_134
135,Blue World,Mac Miller,1909374,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5,02.13.20,02.13.20_135
136,Sanguine Paradise,Lil Uzi Vert,1898744,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,02.13.20,02.13.20_136
137,How I Move (feat. Lil Baby),Flipp Dinero,1898510,https://open.spotify.com/track/14X1WxiHXdVRJ99cMCBzOE,02.13.20,02.13.20_137
138,Eastside (with Halsey & Khalid),benny blanco,1897652,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,02.13.20,02.13.20_138
139,XO Tour Llif3,Lil Uzi Vert,1896778,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,02.13.20,02.13.20_139
140,Never Seen the Rain,Tones And I,1895109,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,02.13.20,02.13.20_140
141,Beautiful Crazy,Luke Combs,1895102,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,02.13.20,02.13.20_141
142,Juicy,Doja Cat,1882300,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,02.13.20,02.13.20_142
143,Sucker,Jonas Brothers,1881740,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,02.13.20,02.13.20_143
144,Fuck Love (feat. Trippie Redd),XXXTENTACION,1877763,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,02.13.20,02.13.20_144
145,goosebumps,Travis Scott,1876513,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,02.13.20,02.13.20_145
146,Believe (feat. Justin Timberlake),Meek Mill,1860973,https://open.spotify.com/track/6fvqvUQr12qghH4N8gpAch,02.13.20,02.13.20_146
147,Whiskey Glasses,Morgan Wallen,1854843,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,02.13.20,02.13.20_147
148,Speechless,Dan + Shay,1852061,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,02.13.20,02.13.20_148
149,i love you,Billie Eilish,1848378,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,02.13.20,02.13.20_149
150,Old Town Road - Remix,Lil Nas X,1842333,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,02.13.20,02.13.20_150
151,It's You,Ali Gatie,1827574,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,02.13.20,02.13.20_151
152,Heartless (feat. Morgan Wallen),Diplo,1825240,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,02.13.20,02.13.20_152
153,Shake The Room (feat. Quavo),Pop Smoke,1824455,https://open.spotify.com/track/7rSnKi58HPIVC0FVyh04Q1,02.13.20,02.13.20_153
154,bury a friend,Billie Eilish,1818882,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,02.13.20,02.13.20_154
155,Lean Wit Me,Juice WRLD,1818191,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,02.13.20,02.13.20_155
156,Eleven,Khalid,1815496,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,02.13.20,02.13.20_156
157,Hot (feat. Gunna),Young Thug,1812796,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,02.13.20,02.13.20_157
158,Happier,Marshmello,1793656,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,02.13.20,02.13.20_158
159,Cash Shit (feat. DaBaby),Megan Thee Stallion,1793358,https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC,02.13.20,02.13.20_159
160,Moonlight,XXXTENTACION,1788104,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,02.13.20,02.13.20_160
161,Yes Indeed,Lil Baby,1777558,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,02.13.20,02.13.20_161
162,The Less I Know The Better,Tame Impala,1757951,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,02.13.20,02.13.20_162
163,Diva (feat. Lil Tecca),The Kid LAROI,1757439,https://open.spotify.com/track/7gVwgc8b3XnO87TpmXXFA5,02.13.20,02.13.20_163
164,Better,Khalid,1746286,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,02.13.20,02.13.20_164
165,Best Part (feat. Daniel Caesar),H.E.R.,1738853,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,02.13.20,02.13.20_165
166,Graveyard,Halsey,1736600,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67,02.13.20,02.13.20_166
167,Ransom (with Juice WRLD) - Remix,Lil Tecca,1725750,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp,02.13.20,02.13.20_167
168,I.F.L.Y.,Bazzi,1708537,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,02.13.20,02.13.20_168
169,Pure Water (with Migos),Mustard,1705482,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,02.13.20,02.13.20_169
170,Say You Won't Let Go,James Arthur,1705414,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,02.13.20,02.13.20_170
171,Callaita,Bad Bunny,1703311,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,02.13.20,02.13.20_171
172,P*$$Y Fairy (OTW),Jhené Aiko,1682394,https://open.spotify.com/track/48KXAIruJ07kJVCWOGohMV,02.13.20,02.13.20_172
173,Congratulations,Post Malone,1682012,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,02.13.20,02.13.20_173
174,UP THE SMOKE (with Offset),Stunna 4 Vegas,1680362,https://open.spotify.com/track/3faAAUxohrxqYhPlneZ3XV,02.13.20,02.13.20_174
175,6 Kiss,Trippie Redd,1678190,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58,02.13.20,02.13.20_175
176,"thank u, next",Ariana Grande,1676242,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,02.13.20,02.13.20_176
177,Into the Unknown,Idina Menzel,1675787,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,02.13.20,02.13.20_177
178,Envy Me,Calboy,1674392,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,02.13.20,02.13.20_178
179,wish you were gay,Billie Eilish,1674164,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,02.13.20,02.13.20_179
180,Heart On Ice,Rod Wave,1671420,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,02.13.20,02.13.20_180
181,Lottery (Renegade),K CAMP,1669641,https://open.spotify.com/track/4dZTZbmJBCCofAExHwefda,02.13.20,02.13.20_181
182,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,1667930,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ,02.13.20,02.13.20_182
183,Let Me Know (I Wonder Why Freestyle),Juice WRLD,1662142,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,02.13.20,02.13.20_183
184,20 Min,Lil Uzi Vert,1656110,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,02.13.20,02.13.20_184
185,Bruises,Lewis Capaldi,1655603,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,02.13.20,02.13.20_185
186,Birthday,Anne-Marie,1650168,https://open.spotify.com/track/5hff5RQeE84pznOt8WEWeO,02.13.20,02.13.20_186
187,Noticed,Lil Mosey,1649736,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj,02.13.20,02.13.20_187
188,No Role Modelz,J. Cole,1644768,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,02.13.20,02.13.20_188
189,Faucet Failure,Ski Mask The Slump God,1633724,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,02.13.20,02.13.20_189
190,Get You The Moon (feat. Snøw),Kina,1615642,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,02.13.20,02.13.20_190
191,a lot,21 Savage,1604452,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,02.13.20,02.13.20_191
192,I Like Me Better,Lauv,1598304,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,02.13.20,02.13.20_192
193,Boss Bitch,Doja Cat,1592039,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,02.13.20,02.13.20_193
194,Ayy Macarena,Tyga,1590185,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,02.13.20,02.13.20_194
195,LA CANCIÓN,J Balvin,1586906,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,02.13.20,02.13.20_195
196,Hope,XXXTENTACION,1585645,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,02.13.20,02.13.20_196
197,you should see me in a crown,Billie Eilish,1583345,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,02.13.20,02.13.20_197
198,changes,XXXTENTACION,1583331,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,02.13.20,02.13.20_198
199,I Don't Sleep (ft. Takeoff),Lil Wayne,1578436,https://open.spotify.com/track/03TzvVWdkVbLT9pzewYiDw,02.13.20,02.13.20_199
200,you were good to me,Jeremy Zucker,1576447,https://open.spotify.com/track/4CxFN5zON70B3VOPBYbd6P,02.13.20,02.13.20_200
Position,Track Name,Artist,Streams,URL,Date,Unique ID
001,The Box,Roddy Ricch,17122376,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,02.20.20,02.20.20_001
002,Intentions (feat. Quavo),Justin Bieber,10615362,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,02.20.20,02.20.20_002
003,Life Is Good (feat. Drake),Future,10109586,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,02.20.20,02.20.20_003
004,No Time To Die,Billie Eilish,9765003,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,02.20.20,02.20.20_004
005,Blinding Lights,The Weeknd,7739722,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,02.20.20,02.20.20_005
006,ROXANNE,Arizona Zervas,7676669,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,02.20.20,02.20.20_006
007,Forever (feat. Post Malone & Clever),Justin Bieber,7631525,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,02.20.20,02.20.20_007
008,Blueberry Faygo,Lil Mosey,7538983,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh,02.20.20,02.20.20_008
009,High Fashion (feat. Mustard),Roddy Ricch,7116753,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,02.20.20,02.20.20_009
010,Falling,Trevor Daniel,6715061,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,02.20.20,02.20.20_010
011,Circles,Post Malone,6333860,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,02.20.20,02.20.20_011
012,Don't Start Now,Dua Lipa,6325177,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,02.20.20,02.20.20_012
013,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,6310090,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88,02.20.20,02.20.20_013
014,everything i wanted,Billie Eilish,6175996,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,02.20.20,02.20.20_014
015,Yummy,Justin Bieber,6142750,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,02.20.20,02.20.20_015
016,Godzilla (feat. Juice WRLD),Eminem,6067510,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,02.20.20,02.20.20_016
017,Dance Monkey,Tones And I,6046594,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,02.20.20,02.20.20_017
018,BOP,DaBaby,5785018,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,02.20.20,02.20.20_018
019,Suicidal,YNW Melly,5742690,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,02.20.20,02.20.20_019
020,WHATS POPPIN,Jack Harlow,5274061,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg,02.20.20,02.20.20_020
021,Ballin' (with Roddy Ricch),Mustard,5212777,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,02.20.20,02.20.20_021
022,Say So,Doja Cat,5189246,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,02.20.20,02.20.20_022
023,Adore You,Harry Styles,4842947,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,02.20.20,02.20.20_023
024,To Die For,Sam Smith,4837891,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,02.20.20,02.20.20_024
025,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,4600714,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,02.20.20,02.20.20_025
026,Give No Fxk,Migos,4572101,https://open.spotify.com/track/6ZelF5APDN5r6XnFqcnvWR,02.20.20,02.20.20_026
027,Bandit (with YoungBoy Never Broke Again),Juice WRLD,4416268,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,02.20.20,02.20.20_027
028,You should be sad,Halsey,4386079,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,02.20.20,02.20.20_028
029,Woah,Lil Baby,4221755,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,02.20.20,02.20.20_029
030,My Oh My (feat. DaBaby),Camila Cabello,4174346,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,02.20.20,02.20.20_030
031,Someone You Loved,Lewis Capaldi,4162177,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,02.20.20,02.20.20_031
032,SUGAR,BROCKHAMPTON,4153769,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,02.20.20,02.20.20_032
033,OUT WEST (feat. Young Thug),JACKBOYS,4124332,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,02.20.20,02.20.20_033
034,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4064833,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,02.20.20,02.20.20_034
035,After Hours,The Weeknd,3868482,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v,02.20.20,02.20.20_035
036,hot girl bummer,blackbear,3846571,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,02.20.20,02.20.20_036
037,Come Around Me,Justin Bieber,3738736,https://open.spotify.com/track/2o9LAypwGH4ctV0i9boo6d,02.20.20,02.20.20_037
038,bad guy,Billie Eilish,3664282,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,02.20.20,02.20.20_038
039,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,3634861,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI,02.20.20,02.20.20_039
040,Futsal Shuffle 2020,Lil Uzi Vert,3571621,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,02.20.20,02.20.20_040
041,HIGHEST IN THE ROOM,Travis Scott,3523112,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,02.20.20,02.20.20_041
042,Lucid Dreams,Juice WRLD,3482384,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,02.20.20,02.20.20_042
043,Sunday Best,Surfaces,3472048,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,02.20.20,02.20.20_043
044,Breathe Deeper,Tame Impala,3471027,https://open.spotify.com/track/3LbZIhU0smEU5SUnxod4j4,02.20.20,02.20.20_044
045,"10,000 Hours (with Justin Bieber)",Dan + Shay,3431707,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,02.20.20,02.20.20_045
046,Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,3426402,https://open.spotify.com/track/4l2rsMfr20dj6nf6i6F3Y8,02.20.20,02.20.20_046
047,Habitual,Justin Bieber,3403693,https://open.spotify.com/track/40qyPyljksBEqlNw5sW37T,02.20.20,02.20.20_047
048,All Around Me,Justin Bieber,3382053,https://open.spotify.com/track/5Py8zRKGkZvgHniVVtvNCN,02.20.20,02.20.20_048
049,Robbery,Juice WRLD,3309888,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,02.20.20,02.20.20_049
050,VIBEZ,DaBaby,3298484,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,02.20.20,02.20.20_050
051,Tusa,KAROL G,3292298,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,02.20.20,02.20.20_051
052,Ignorantes,Bad Bunny,3291310,https://open.spotify.com/track/3wYRLYuO1M88d8woWUIxct,02.20.20,02.20.20_052
053,Second Emotion (feat. Travis Scott),Justin Bieber,3242692,https://open.spotify.com/track/1PnAx788sAvcI3ZxTlEyX8,02.20.20,02.20.20_053
054,death bed (coffee for your head),Powfu,3192575,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,02.20.20,02.20.20_054
055,No Idea,Don Toliver,3190624,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,02.20.20,02.20.20_055
056,Running Over (feat. Lil Dicky),Justin Bieber,3167883,https://open.spotify.com/track/75nKBP8jQu681pTNCtrEnn,02.20.20,02.20.20_056
057,when the party's over,Billie Eilish,3127140,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,02.20.20,02.20.20_057
058,GOODMORNINGTOKYO!,TOKYO’S REVENGE,3122236,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,02.20.20,02.20.20_058
059,Know Your Worth,Khalid,3095344,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,02.20.20,02.20.20_059
060,What A Man Gotta Do,Jonas Brothers,3084051,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,02.20.20,02.20.20_060
061,Sum 2 Prove,Lil Baby,3083718,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz,02.20.20,02.20.20_061
062,Get Me (feat. Kehlani),Justin Bieber,3067121,https://open.spotify.com/track/5VwwpU7KsLhgfbMEecedhJ,02.20.20,02.20.20_062
063,Suge,DaBaby,3020028,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,02.20.20,02.20.20_063
064,Heartless,The Weeknd,3003634,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,02.20.20,02.20.20_064
065,Available,Justin Bieber,2993077,https://open.spotify.com/track/1b6tPXXCV2fSNtR3SKWUQA,02.20.20,02.20.20_065
066,Me and My Guitar,A Boogie Wit da Hoodie,2989201,https://open.spotify.com/track/6cZH4rX1KTt1aJ3Ql6Ynja,02.20.20,02.20.20_066
067,Memories,Maroon 5,2957700,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,02.20.20,02.20.20_067
068,Run,Joji,2891532,https://open.spotify.com/track/6p8eEdiZLKJH8tcjGZuNTK,02.20.20,02.20.20_068
069,ORANGE SODA,Baby Keem,2832876,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,02.20.20,02.20.20_069
070,Money In The Grave (Drake ft. Rick Ross),Drake,2830873,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,02.20.20,02.20.20_070
071,Stain (feat. DaBaby),A Boogie Wit da Hoodie,2783556,https://open.spotify.com/track/0dIz1I7IwX5ardG47AHxCZ,02.20.20,02.20.20_071
072,Ransom,Lil Tecca,2738443,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,02.20.20,02.20.20_072
073,Before You Go,Lewis Capaldi,2731155,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,02.20.20,02.20.20_073
074,lovely (with Khalid),Billie Eilish,2711470,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,02.20.20,02.20.20_074
075,Borderline,Tame Impala,2702575,https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr,02.20.20,02.20.20_075
076,Goodbyes (Feat. Young Thug),Post Malone,2655561,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,02.20.20,02.20.20_076
077,Truth Hurts,Lizzo,2636468,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,02.20.20,02.20.20_077
078,MIDDLE CHILD,J. Cole,2630669,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,02.20.20,02.20.20_078
079,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,2587284,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,02.20.20,02.20.20_079
080,223's (feat. 9lokknine),YNW Melly,2584666,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,02.20.20,02.20.20_080
081,All Girls Are The Same,Juice WRLD,2574722,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,02.20.20,02.20.20_081
082,If the World Was Ending - feat. Julia Michaels,JP Saxe,2572347,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,02.20.20,02.20.20_082
083,Wow.,Post Malone,2568739,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,02.20.20,02.20.20_083
084,Watermelon Sugar,Harry Styles,2554541,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,02.20.20,02.20.20_084
085,Make No Sense,YoungBoy Never Broke Again,2533889,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,02.20.20,02.20.20_085
086,One More Year,Tame Impala,2532589,https://open.spotify.com/track/5ozqshq2dtU7SYCpCBu0NE,02.20.20,02.20.20_086
087,Confirmation,Justin Bieber,2511981,https://open.spotify.com/track/60brXKLTC15vK0av5gIldm,02.20.20,02.20.20_087
088,King Of My City,A Boogie Wit da Hoodie,2505105,https://open.spotify.com/track/3o0nkjyy6eZL5lZcEpvJec,02.20.20,02.20.20_088
089,July,Noah Cyrus,2497586,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,02.20.20,02.20.20_089
090,Lose You To Love Me,Selena Gomez,2485502,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,02.20.20,02.20.20_090
091,"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,2484357,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ,02.20.20,02.20.20_091
092,Changes,Justin Bieber,2454901,https://open.spotify.com/track/521Os1SMlxmsoevsqyjNmJ,02.20.20,02.20.20_092
093,No Guidance (feat. Drake),Chris Brown,2451347,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,02.20.20,02.20.20_093
