Unnamed: 0,Unnamed: 1,Unnamed: 2,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,Unnamed: 4
Position,Track Name,Artist,Streams,URL
167,Fuck Love (feat. Trippie Redd),XXXTENTACION,1842201,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
168,XO Tour Llif3,Lil Uzi Vert,1841040,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
169,Falling,Harry Styles,1834509,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
170,BEST ON EARTH (feat. BIA) - Bonus,Russ,1830859,https://open.spotify.com/track/0xKBkLcF71uUQeTA7FSu4A
171,How I Move (feat. Lil Baby),Flipp Dinero,1827352,https://open.spotify.com/track/14X1WxiHXdVRJ99cMCBzOE
172,Eastside (with Halsey & Khalid),benny blanco,1825786,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
173,i love you,Billie Eilish,1810853,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
174,No Shame,5 Seconds of Summer,1809488,https://open.spotify.com/track/5JSVa5i6lFPoyOzK4gj0Ox
175,Cinderella Story,A Boogie Wit da Hoodie,1805908,https://open.spotify.com/track/18AIesWCXvIbXu8RqQw1E1
176,RITMO (Bad Boys For Life),Black Eyed Peas,1801996,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
177,Knocked Off,YoungBoy Never Broke Again,1799903,https://open.spotify.com/track/3a0Wh4w8gkib4KRfWGfG0P
178,Panini,Lil Nas X,1798990,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
179,You Need To Calm Down,Taylor Swift,1786865,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
180,Sanguine Paradise,Lil Uzi Vert,1785336,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
181,Say You Won't Let Go,James Arthur,1784274,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
182,Happier,Marshmello,1780792,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
183,Bang!,AJR,1779166,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
184,Moonlight,XXXTENTACION,1778520,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
185,It's You,Ali Gatie,1772741,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
186,CITY OF ANGELS,24kGoldn,1770445,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
187,Juicy,Doja Cat,1766366,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp
188,Old Town Road - Remix,Lil Nas X,1759937,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
189,bury a friend,Billie Eilish,1757823,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
190,Lean Wit Me,Juice WRLD,1745716,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
191,Never Seen the Rain,Tones And I,1743945,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
192,Yummy - Summer Walker Remix,Justin Bieber,1741324,https://open.spotify.com/track/2FBpJGt00G0h1q0RHuqaGO
193,Best Part (feat. Daniel Caesar),H.E.R.,1737229,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
194,Yes Indeed,Lil Baby,1727609,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
195,I.F.L.Y.,Bazzi,1719641,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
196,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,1704726,https://open.spotify.com/track/4iiWcajF1fEUpwcUewc464
197,Hot (feat. Gunna),Young Thug,1699067,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
198,DTB 4 Life,A Boogie Wit da Hoodie,1689668,https://open.spotify.com/track/4CXSzoyTD2MmedFArsSIUp
199,Better,Khalid,1679669,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
200,Into the Unknown,Idina Menzel,1674389,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
Position,Track Name,Artist,Streams,URL
1,The Box,Roddy Ricch,15981992,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,After Hours,The Weeknd,10284660,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
3,Intentions (feat. Quavo),Justin Bieber,8800978,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
4,Blinding Lights,The Weeknd,8700003,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
5,Life Is Good (feat. Drake),Future,8568557,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
6,Blueberry Faygo,Lil Mosey,8111330,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
7,ROXANNE,Arizona Zervas,7283056,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
8,High Fashion (feat. Mustard),Roddy Ricch,6824444,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
9,Don't Start Now,Dua Lipa,6515970,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
10,Circles,Post Malone,6275245,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
11,Falling,Trevor Daniel,6214855,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
12,Say So,Doja Cat,6040728,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
13,Dance Monkey,Tones And I,5759272,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
14,WHATS POPPIN,Jack Harlow,5740264,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
15,No Time To Die,Billie Eilish,5614403,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
16,Godzilla (feat. Juice WRLD),Eminem,5552658,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
17,everything i wanted,Billie Eilish,5545262,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
18,BOP,DaBaby,5423041,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
19,Suicidal,YNW Melly,5327432,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
20,Adore You,Harry Styles,5136668,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
21,Ballin' (with Roddy Ricch),Mustard,5084084,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
22,Forever (feat. Post Malone & Clever),Justin Bieber,4887760,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
23,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,4730571,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88
24,Sunday Best,Surfaces,4371743,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
25,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,4335706,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
26,Bandit (with YoungBoy Never Broke Again),Juice WRLD,4238666,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
27,OUT WEST (feat. Young Thug),JACKBOYS,4228799,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
28,Woah,Lil Baby,4215744,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
29,You should be sad,Halsey,4134200,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
30,Moral of the Story,Ashe,4129688,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
31,ON,BTS,4106614,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
32,Yummy,Justin Bieber,4083442,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
33,Someone You Loved,Lewis Capaldi,4082096,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
34,My Oh My (feat. DaBaby),Camila Cabello,4063097,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
35,SUGAR,BROCKHAMPTON,4056221,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4025977,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
37,hot girl bummer,blackbear,3928349,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
38,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,3890025,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
39,ON (Feat. Sia),BTS,3825710,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ
40,death bed (coffee for your head),Powfu,3797417,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
41,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,3604284,https://open.spotify.com/track/4iiWcajF1fEUpwcUewc464
42,To Die For,Sam Smith,3598773,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
43,Feel Me,Selena Gomez,3581695,https://open.spotify.com/track/6XXYdF6pJR1K3wKvuxmu7n
44,HIGHEST IN THE ROOM,Travis Scott,3469621,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
45,bad guy,Billie Eilish,3406669,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
46,Lucid Dreams,Juice WRLD,3367484,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
47,"10,000 Hours (with Justin Bieber)",Dan + Shay,3337749,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
48,Heartless,The Weeknd,3333510,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
49,Futsal Shuffle 2020,Lil Uzi Vert,3285836,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
50,Robbery,Juice WRLD,3258879,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
51,Tusa,KAROL G,3240736,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
52,VIBEZ,DaBaby,3203155,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
53,Ignorantes,Bad Bunny,3165234,https://open.spotify.com/track/3wYRLYuO1M88d8woWUIxct
54,GOODMORNINGTOKYO!,TOKYO’S REVENGE,3152613,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
55,Sum 2 Prove,Lil Baby,3148317,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz
56,Red Eye,YoungBoy Never Broke Again,3095714,https://open.spotify.com/track/3qHgGyJY4GpXNOK4WL4NSo
57,No Idea,Don Toliver,3053538,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
58,Know Your Worth,Khalid,2963648,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
59,CITY OF ANGELS,24kGoldn,2941875,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
60,Suge,DaBaby,2928703,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
61,Filter,BTS,2908987,https://open.spotify.com/track/0ono6UCNVZ1XqOm6j78Blu
62,UGH!,BTS,2904858,https://open.spotify.com/track/1aKuG1GG76xPLUkjBbQo3W
63,Memories,Maroon 5,2884845,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
64,when the party's over,Billie Eilish,2843820,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
65,My Time,BTS,2841202,https://open.spotify.com/track/4vTgx6h4seHvkuFh84JXYP
66,Money In The Grave (Drake ft. Rick Ross),Drake,2812877,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
67,Dior,Pop Smoke,2771276,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
68,Louder than bombs,BTS,2714038,https://open.spotify.com/track/3op7HNwLli54MBjFGzIlZO
69,Black Swan,BTS,2707835,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
70,ORANGE SODA,Baby Keem,2697353,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD
71,Make No Sense,YoungBoy Never Broke Again,2673958,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
72,Goodbyes (Feat. Young Thug),Post Malone,2667063,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
73,Before You Go,Lewis Capaldi,2664855,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
74,MIDDLE CHILD,J. Cole,2657455,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
75,If the World Was Ending - feat. Julia Michaels,JP Saxe,2652765,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
76,What A Man Gotta Do,Jonas Brothers,2639624,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
77,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,2617579,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
78,Wow.,Post Malone,2615121,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
79,Ransom,Lil Tecca,2613658,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
80,All Girls Are The Same,Juice WRLD,2593143,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
81,Watermelon Sugar,Harry Styles,2578377,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
82,lovely (with Khalid),Billie Eilish,2569988,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
83,00:00 (Zero O’Clock),BTS,2541757,https://open.spotify.com/track/4AlihYDqxXshKhvh5tnMfP
84,Truth Hurts,Lizzo,2526406,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
85,223's (feat. 9lokknine),YNW Melly,2453460,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
86,Modern Loneliness,Lauv,2434577,https://open.spotify.com/track/7MZF7YLxOP2to9iblSulLc
87,No Guidance (feat. Drake),Chris Brown,2386178,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
88,SLOW DANCING IN THE DARK,Joji,2383833,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
89,Trust,Brent Faiyaz,2378708,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR
90,EARFQUAKE,"Tyler, The Creator",2334769,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
91,Knocked Off,YoungBoy Never Broke Again,2333031,https://open.spotify.com/track/7MYFKS7XpVz1JQDK38pr8N
92,Old Me,5 Seconds of Summer,2308787,https://open.spotify.com/track/5RUUkFNqH3GRKHg1xjprOb
93,Baby (Lil Baby feat. DaBaby),Quality Control,2304260,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
94,We are Bulletproof : the Eternal,BTS,2291162,https://open.spotify.com/track/44WLOqH7QayQOQdeUHeKUK
95,Lose You To Love Me,Selena Gomez,2289261,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
96,Going Bad (feat. Drake),Meek Mill,2287240,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
97,July,Noah Cyrus,2286277,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
98,Señorita,Shawn Mendes,2274846,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
99,Lottery (Renegade),K CAMP,2273960,https://open.spotify.com/track/4dZTZbmJBCCofAExHwefda
100,Murder On My Mind,YNW Melly,2271463,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
101,Friends,BTS,2270982,https://open.spotify.com/track/7w05lsU2VLSeiT8Nukrv5M
102,Inner Child,BTS,2244386,https://open.spotify.com/track/4BKOjYosPhw334moS3wlbO
103,The Way,Trippie Redd,2234126,https://open.spotify.com/track/6CeZoh6Oemi28WQRpa004x
104,Physical,Dua Lipa,2232033,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
105,Jocelyn Flores,XXXTENTACION,2229536,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
106,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2227201,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
107,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2224939,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
108,Stuck In A Dream (feat. Gunna),Lil Mosey,2219308,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
109,What If I Told You That I Love You,Ali Gatie,2212900,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
110,Pop Out (feat. Lil Tjay),Polo G,2192785,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
111,SICKO MODE,Travis Scott,2180322,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
112,Maniac,Conan Gray,2178108,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
113,Camelot,NLE Choppa,2176735,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
114,Good News,Mac Miller,2166380,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
115,Start Wit Me (feat. Gunna),Roddy Ricch,2159821,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu
116,Moon,BTS,2130770,https://open.spotify.com/track/1xfXXujIlLZAx5wpu46Nyk
117,Lil Top,YoungBoy Never Broke Again,2123538,https://open.spotify.com/track/1aMokXl3uKDvCh4BBcjFOA
118,me & ur ghost,blackbear,2120339,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440
119,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,2105346,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
120,Hate Me (with Juice WRLD),Ellie Goulding,2100683,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
121,I Fall Apart,Post Malone,2097470,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
122,"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,2095420,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ
123,SAD!,XXXTENTACION,2091917,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
124,Vete,Bad Bunny,2091832,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
125,F.N,Lil Tjay,2084108,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
126,rockstar (feat. 21 Savage),Post Malone,2078292,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
127,One Man Band,Old Dominion,2070846,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR
128,ocean eyes,Billie Eilish,2063954,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
129,The London (feat. J. Cole & Travis Scott),Young Thug,2062934,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
130,Boy With Luv (feat. Halsey),BTS,2045102,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
131,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2038974,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
132,Whiskey Glasses,Morgan Wallen,2029466,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
133,Beautiful Crazy,Luke Combs,2029185,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
134,Heartless (feat. Morgan Wallen),Diplo,2022734,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
135,Falling,Harry Styles,2003506,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
136,I Hope,Gabby Barrett,1979856,https://open.spotify.com/track/2Hc4t9N2nt37oO4sF9BynI
137,I Don't Care (with Justin Bieber),Ed Sheeran,1971476,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
138,Rare,Selena Gomez,1966457,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
139,Broke In A Minute,Tory Lanez,1956726,https://open.spotify.com/track/2ZrAjMSmlbDIil0JaVgTHh
140,Me and My Guitar,A Boogie Wit da Hoodie,1956501,https://open.spotify.com/track/6cZH4rX1KTt1aJ3Ql6Ynja
141,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,1951360,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
142,Shake The Room (feat. Quavo),Pop Smoke,1947724,https://open.spotify.com/track/7rSnKi58HPIVC0FVyh04Q1
143,Legends,Juice WRLD,1945050,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
144,Lights Up,Harry Styles,1939390,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
145,Lose Control,MEDUZA,1932231,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
146,Interlude : Shadow,BTS,1930168,https://open.spotify.com/track/2Nib4r0saYQf2pUV4RFDhl
147,Outro : Ego,BTS,1929628,https://open.spotify.com/track/3r9FFjLrAIQjoR8pSHVPC9
148,Better Now,Post Malone,1918254,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
149,Fine By Time,YoungBoy Never Broke Again,1905962,https://open.spotify.com/track/0KVEBQA98JvkmB5ZydQ13k
150,7 rings,Ariana Grande,1902474,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
151,Beautiful People (feat. Khalid),Ed Sheeran,1899638,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
152,How I Move (feat. Lil Baby),Flipp Dinero,1898626,https://open.spotify.com/track/14X1WxiHXdVRJ99cMCBzOE
153,Death,Trippie Redd,1897563,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y
154,Give No Fxk,Migos,1894024,https://open.spotify.com/track/6ZelF5APDN5r6XnFqcnvWR
155,goosebumps,Travis Scott,1892043,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
156,VALENTINO,24kGoldn,1887305,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q
157,GATTI,JACKBOYS,1884492,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g
158,Enemies (feat. DaBaby),Post Malone,1884038,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
159,Without Me,Halsey,1873343,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
160,Speechless,Dan + Shay,1867118,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
161,Armed And Dangerous,Juice WRLD,1865177,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
162,Fuck Love (feat. Trippie Redd),XXXTENTACION,1860120,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
163,XO Tour Llif3,Lil Uzi Vert,1845189,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
164,The Less I Know The Better,Tame Impala,1839142,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
165,Sucker,Jonas Brothers,1833941,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
166,Lalala,Y2K,1819322,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
167,Eastside (with Halsey & Khalid),benny blanco,1816153,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
168,Run,Joji,1811079,https://open.spotify.com/track/6p8eEdiZLKJH8tcjGZuNTK
169,Dior (with Gunna) - Remix,Pop Smoke,1804297,https://open.spotify.com/track/5R9k9x85lAYbamdUoKAJvj
170,Respect,BTS,1796009,https://open.spotify.com/track/37TSJmYKLxXmx8OehFpqMN
171,Sanguine Paradise,Lil Uzi Vert,1795943,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
172,FML,Arizona Zervas,1785881,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
173,Moonlight,XXXTENTACION,1782914,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
174,Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,1777781,https://open.spotify.com/track/4l2rsMfr20dj6nf6i6F3Y8
175,No Judgement,Niall Horan,1775000,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK
176,Juicy,Doja Cat,1760557,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp
177,BEST ON EARTH (feat. BIA) - Bonus,Russ,1758727,https://open.spotify.com/track/0xKBkLcF71uUQeTA7FSu4A
178,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,1758038,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ
179,Talk (feat. Disclosure),Khalid,1755978,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
180,Happier,Marshmello,1751178,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
181,6 Kiss,Trippie Redd,1745041,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58
182,You Need To Calm Down,Taylor Swift,1744486,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
183,Yes Indeed,Lil Baby,1729008,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
184,i love you,Billie Eilish,1724060,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
185,Roses - Imanbek Remix,SAINt JHN,1723107,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
186,RITMO (Bad Boys For Life),Black Eyed Peas,1721168,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
187,Never Seen the Rain,Tones And I,1718646,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
188,It's You,Ali Gatie,1717582,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
189,Lean Wit Me,Juice WRLD,1715967,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
190,Come Around Me,Justin Bieber,1713158,https://open.spotify.com/track/2o9LAypwGH4ctV0i9boo6d
191,Yikes,Nicki Minaj,1708169,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5
192,Old Town Road - Remix,Lil Nas X,1700008,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
193,I.F.L.Y.,Bazzi,1689620,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
194,King Of My City,A Boogie Wit da Hoodie,1687967,https://open.spotify.com/track/3o0nkjyy6eZL5lZcEpvJec
195,Panini,Lil Nas X,1681270,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
196,Best Part (feat. Daniel Caesar),H.E.R.,1678509,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
197,Say You Won't Let Go,James Arthur,1677595,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
198,No Role Modelz,J. Cole,1663250,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
199,Hot (feat. Gunna),Young Thug,1657433,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
