Position,Track Name,Artist,Streams,URL,Date,Unique ID,Year,Month,Day,Full_Year,Reformatted_Date
184,Only Human,Jonas Brothers,5024117,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,02.06.20,02.06.20_184,20,2,6,2020,20200206
185,Otro Trago - Remix,Sech,5011344,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,02.06.20,02.06.20_185,20,2,6,2020,20200206
186,Let Me Down Slowly,Alec Benjamin,4985075,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,02.06.20,02.06.20_186,20,2,6,2020,20200206
187,Talk (feat. Disclosure),Khalid,4978444,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,02.06.20,02.06.20_187,20,2,6,2020,20200206
188,MIDDLE CHILD,J. Cole,4960375,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,02.06.20,02.06.20_188,20,2,6,2020,20200206
189,Turn Me On (feat. Vula),Riton,4925843,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,02.06.20,02.06.20_189,20,2,6,2020,20200206
190,Hips Don't Lie (feat. Wyclef Jean),Shakira,4918636,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,02.06.20,02.06.20_190,20,2,6,2020,20200206
191,Liar,Camila Cabello,4896939,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,02.06.20,02.06.20_191,20,2,6,2020,20200206
192,Going Bad (feat. Drake),Meek Mill,4889500,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,02.06.20,02.06.20_192,20,2,6,2020,20200206
193,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,4884909,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,02.06.20,02.06.20_193,20,2,6,2020,20200206
194,Panini,Lil Nas X,4867723,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,02.06.20,02.06.20_194,20,2,6,2020,20200206
195,Mean It,Lauv,4866524,https://open.spotify.com/track/2uiOyiRxtNix52dpeaDQPM,02.06.20,02.06.20_195,20,2,6,2020,20200206
196,idontwannabeyouanymore,Billie Eilish,4824483,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,02.06.20,02.06.20_196,20,2,6,2020,20200206
197,God's Plan,Drake,4804413,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,02.06.20,02.06.20_197,20,2,6,2020,20200206
198,The London (feat. J. Cole & Travis Scott),Young Thug,4791732,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,02.06.20,02.06.20_198,20,2,6,2020,20200206
199,Tudo Ok,Thiaguinho MT,4787456,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS,02.06.20,02.06.20_199,20,2,6,2020,20200206
200,223's (feat. 9lokknine),YNW Melly,4781697,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,02.06.20,02.06.20_200,20,2,6,2020,20200206
1,The Box,Roddy Ricch,46164667,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,02.13.20,02.13.20_001,20,2,13,2020,20200213
2,Dance Monkey,Tones And I,45693114,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,02.13.20,02.13.20_002,20,2,13,2020,20200213
3,Blinding Lights,The Weeknd,41937435,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,02.13.20,02.13.20_003,20,2,13,2020,20200213
4,Don't Start Now,Dua Lipa,34359604,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,02.13.20,02.13.20_004,20,2,13,2020,20200213
5,Tusa,KAROL G,32155090,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,02.13.20,02.13.20_005,20,2,13,2020,20200213
6,Falling,Trevor Daniel,29862206,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,02.13.20,02.13.20_006,20,2,13,2020,20200213
7,Intentions,Justin Bieber,28509534,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN,02.13.20,02.13.20_007,20,2,13,2020,20200213
8,ROXANNE,Arizona Zervas,28176456,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,02.13.20,02.13.20_008,20,2,13,2020,20200213
9,Life Is Good (feat. Drake),Future,28155037,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,02.13.20,02.13.20_009,20,2,13,2020,20200213
10,Yummy,Justin Bieber,27220580,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,02.13.20,02.13.20_010,20,2,13,2020,20200213
11,everything i wanted,Billie Eilish,25681970,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,02.13.20,02.13.20_011,20,2,13,2020,20200213
12,Godzilla (feat. Juice WRLD),Eminem,24791961,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,02.13.20,02.13.20_012,20,2,13,2020,20200213
13,Circles,Post Malone,22083561,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,02.13.20,02.13.20_013,20,2,13,2020,20200213
14,Memories,Maroon 5,20932838,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,02.13.20,02.13.20_014,20,2,13,2020,20200213
15,Someone You Loved,Lewis Capaldi,20278178,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,02.13.20,02.13.20_015,20,2,13,2020,20200213
16,RITMO (Bad Boys For Life),Black Eyed Peas,18939160,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,02.13.20,02.13.20_016,20,2,13,2020,20200213
17,bad guy,Billie Eilish,18305407,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,02.13.20,02.13.20_017,20,2,13,2020,20200213
18,Señorita,Shawn Mendes,17195651,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,02.13.20,02.13.20_018,20,2,13,2020,20200213
19,You should be sad,Halsey,16514211,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,02.13.20,02.13.20_019,20,2,13,2020,20200213
20,Adore You,Harry Styles,16442474,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,02.13.20,02.13.20_020,20,2,13,2020,20200213
21,Physical,Dua Lipa,16339501,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,02.13.20,02.13.20_021,20,2,13,2020,20200213
22,Before You Go,Lewis Capaldi,16267082,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,02.13.20,02.13.20_022,20,2,13,2020,20200213
23,My Oh My (feat. DaBaby),Camila Cabello,15810161,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,02.13.20,02.13.20_023,20,2,13,2020,20200213
24,Say So,Doja Cat,15615008,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,02.13.20,02.13.20_024,20,2,13,2020,20200213
25,Sigues Con El,Dímelo Flow,15592970,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,02.13.20,02.13.20_025,20,2,13,2020,20200213
26,Lose You To Love Me,Selena Gomez,13758909,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,02.13.20,02.13.20_026,20,2,13,2020,20200213
27,Lose Control,MEDUZA,13686042,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,02.13.20,02.13.20_027,20,2,13,2020,20200213
28,Suicidal,YNW Melly,13668342,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,02.13.20,02.13.20_028,20,2,13,2020,20200213
29,High Fashion (feat. Mustard),Roddy Ricch,13448210,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,02.13.20,02.13.20_029,20,2,13,2020,20200213
30,Vete,Bad Bunny,13430273,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,02.13.20,02.13.20_030,20,2,13,2020,20200213
31,Run,Joji,13351587,https://open.spotify.com/track/6p8eEdiZLKJH8tcjGZuNTK,02.13.20,02.13.20_031,20,2,13,2020,20200213
32,Ride It,Regard,13242444,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,02.13.20,02.13.20_032,20,2,13,2020,20200213
33,Roses - Imanbek Remix,SAINt JHN,13219999,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,02.13.20,02.13.20_033,20,2,13,2020,20200213
34,What A Man Gotta Do,Jonas Brothers,13034435,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,02.13.20,02.13.20_034,20,2,13,2020,20200213
35,Hola - Remix,Dalex,12828173,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,02.13.20,02.13.20_035,20,2,13,2020,20200213
36,Know Your Worth,Khalid,12643254,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,02.13.20,02.13.20_036,20,2,13,2020,20200213
37,Keii,Anuel AA,12471842,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,02.13.20,02.13.20_037,20,2,13,2020,20200213
38,Morado,J Balvin,12370254,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks,02.13.20,02.13.20_038,20,2,13,2020,20200213
39,Rare,Selena Gomez,12085359,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,02.13.20,02.13.20_039,20,2,13,2020,20200213
40,What If I Told You That I Love You,Ali Gatie,12048379,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,02.13.20,02.13.20_040,20,2,13,2020,20200213
41,SUGAR,BROCKHAMPTON,11780397,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,02.13.20,02.13.20_041,20,2,13,2020,20200213
42,Fantasias,Rauw Alejandro,11771125,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,02.13.20,02.13.20_042,20,2,13,2020,20200213
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,11537377,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,02.13.20,02.13.20_043,20,2,13,2020,20200213
44,BOP,DaBaby,11491111,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,02.13.20,02.13.20_044,20,2,13,2020,20200213
45,I Don't Care (with Justin Bieber),Ed Sheeran,11439317,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,02.13.20,02.13.20_045,20,2,13,2020,20200213
46,hot girl bummer,blackbear,11328440,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,02.13.20,02.13.20_046,20,2,13,2020,20200213
47,Muévelo,Nicky Jam,10993777,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,02.13.20,02.13.20_047,20,2,13,2020,20200213
48,Me Gusta,Shakira,10896679,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a,02.13.20,02.13.20_048,20,2,13,2020,20200213
49,Ballin' (with Roddy Ricch),Mustard,10623085,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,02.13.20,02.13.20_049,20,2,13,2020,20200213
50,when the party's over,Billie Eilish,10371172,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,02.13.20,02.13.20_050,20,2,13,2020,20200213
51,HIGHEST IN THE ROOM,Travis Scott,10343504,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,02.13.20,02.13.20_051,20,2,13,2020,20200213
52,China,Anuel AA,10131283,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,02.13.20,02.13.20_052,20,2,13,2020,20200213
53,Blueberry Faygo,Lil Mosey,9987017,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh,02.13.20,02.13.20_053,20,2,13,2020,20200213
54,"10,000 Hours (with Justin Bieber)",Dan + Shay,9887527,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,02.13.20,02.13.20_054,20,2,13,2020,20200213
55,Sunday Best,Surfaces,9817480,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,02.13.20,02.13.20_055,20,2,13,2020,20200213
56,lovely (with Khalid),Billie Eilish,9770866,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,02.13.20,02.13.20_056,20,2,13,2020,20200213
57,Ayy Macarena,Tyga,9752168,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,02.13.20,02.13.20_057,20,2,13,2020,20200213
58,Beautiful People (feat. Khalid),Ed Sheeran,9489499,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,02.13.20,02.13.20_058,20,2,13,2020,20200213
59,Lucid Dreams,Juice WRLD,9419567,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,02.13.20,02.13.20_059,20,2,13,2020,20200213
60,No Idea,Don Toliver,9309589,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,02.13.20,02.13.20_060,20,2,13,2020,20200213
61,If the World Was Ending - feat. Julia Michaels,JP Saxe,9171405,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,02.13.20,02.13.20_061,20,2,13,2020,20200213
62,Bandit (with YoungBoy Never Broke Again),Juice WRLD,8663839,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,02.13.20,02.13.20_062,20,2,13,2020,20200213
63,Watermelon Sugar,Harry Styles,8483814,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,02.13.20,02.13.20_063,20,2,13,2020,20200213
64,LA CANCIÓN,J Balvin,8457394,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,02.13.20,02.13.20_064,20,2,13,2020,20200213
65,7 rings,Ariana Grande,8451507,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,02.13.20,02.13.20_065,20,2,13,2020,20200213
66,Callaita,Bad Bunny,8372613,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,02.13.20,02.13.20_066,20,2,13,2020,20200213
67,No Shame,5 Seconds of Summer,8367932,https://open.spotify.com/track/5JSVa5i6lFPoyOzK4gj0Ox,02.13.20,02.13.20_067,20,2,13,2020,20200213
68,No Me Conoce - Remix,Jhay Cortez,8363839,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,02.13.20,02.13.20_068,20,2,13,2020,20200213
69,Good News,Mac Miller,8337431,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY,02.13.20,02.13.20_069,20,2,13,2020,20200213
70,Lalala,Y2K,8267843,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,02.13.20,02.13.20_070,20,2,13,2020,20200213
71,Whine Up,Nicky Jam,8156279,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,02.13.20,02.13.20_071,20,2,13,2020,20200213
72,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,8121336,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,02.13.20,02.13.20_072,20,2,13,2020,20200213
73,Shallow,Lady Gaga,8046721,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,02.13.20,02.13.20_073,20,2,13,2020,20200213
74,Never Seen the Rain,Tones And I,7767566,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,02.13.20,02.13.20_074,20,2,13,2020,20200213
75,Adicto (with Anuel AA & Ozuna),Tainy,7657308,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,02.13.20,02.13.20_075,20,2,13,2020,20200213
76,It's You,Ali Gatie,7648747,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,02.13.20,02.13.20_076,20,2,13,2020,20200213
77,Old Town Road - Remix,Lil Nas X,7610017,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,02.13.20,02.13.20_077,20,2,13,2020,20200213
78,Only The Young - Featured in Miss Americana,Taylor Swift,7547341,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC,02.13.20,02.13.20_078,20,2,13,2020,20200213
79,Woah,Lil Baby,7530247,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,02.13.20,02.13.20_079,20,2,13,2020,20200213
80,"Alone, Pt. II",Alan Walker,7524185,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,02.13.20,02.13.20_080,20,2,13,2020,20200213
81,Goodbyes (Feat. Young Thug),Post Malone,7511244,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,02.13.20,02.13.20_081,20,2,13,2020,20200213
82,OUT WEST (feat. Young Thug),JACKBOYS,7472700,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,02.13.20,02.13.20_082,20,2,13,2020,20200213
83,How Do You Sleep?,Sam Smith,7324778,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,02.13.20,02.13.20_083,20,2,13,2020,20200213
84,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,7282009,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,02.13.20,02.13.20_084,20,2,13,2020,20200213
85,Medusa,Jhay Cortez,7241706,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP,02.13.20,02.13.20_085,20,2,13,2020,20200213
86,Black Swan,BTS,7160450,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b,02.13.20,02.13.20_086,20,2,13,2020,20200213
87,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7143141,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,02.13.20,02.13.20_087,20,2,13,2020,20200213
88,Happier,Marshmello,7105060,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,02.13.20,02.13.20_088,20,2,13,2020,20200213
89,Heartless,The Weeknd,7082950,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,02.13.20,02.13.20_089,20,2,13,2020,20200213
90,Ransom,Lil Tecca,6924579,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,02.13.20,02.13.20_090,20,2,13,2020,20200213
91,Blanco,J Balvin,6910519,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,02.13.20,02.13.20_091,20,2,13,2020,20200213
92,July,Noah Cyrus,6894740,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,02.13.20,02.13.20_092,20,2,13,2020,20200213
93,Bruises,Lewis Capaldi,6886373,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,02.13.20,02.13.20_093,20,2,13,2020,20200213
94,Aventura,Lunay,6851440,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,02.13.20,02.13.20_094,20,2,13,2020,20200213
95,Bellaquita - Remix,Dalex,6818490,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA,02.13.20,02.13.20_095,20,2,13,2020,20200213
96,Without Me,Halsey,6800716,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,02.13.20,02.13.20_096,20,2,13,2020,20200213
97,Believer,Imagine Dragons,6796750,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,02.13.20,02.13.20_097,20,2,13,2020,20200213
98,Que Tire Pa Lante,Daddy Yankee,6704688,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,02.13.20,02.13.20_098,20,2,13,2020,20200213
99,Baby,Joker Bra,6699800,https://open.spotify.com/track/1V7JaMp11LKGwKiVmSetf0,02.13.20,02.13.20_099,20,2,13,2020,20200213
100,Sucker,Jonas Brothers,6658672,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,02.13.20,02.13.20_100,20,2,13,2020,20200213
101,WHATS POPPIN,Jack Harlow,6650403,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg,02.13.20,02.13.20_101,20,2,13,2020,20200213
102,rockstar (feat. 21 Savage),Post Malone,6622379,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,02.13.20,02.13.20_102,20,2,13,2020,20200213
103,Futsal Shuffle 2020,Lil Uzi Vert,6612761,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,02.13.20,02.13.20_103,20,2,13,2020,20200213
104,me & ur ghost,blackbear,6566266,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440,02.13.20,02.13.20_104,20,2,13,2020,20200213
105,Yikes,Nicki Minaj,6561188,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5,02.13.20,02.13.20_105,20,2,13,2020,20200213
106,Yellow Hearts,Ant Saunders,6554824,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,02.13.20,02.13.20_106,20,2,13,2020,20200213
107,VIBEZ,DaBaby,6545609,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,02.13.20,02.13.20_107,20,2,13,2020,20200213
108,Girl,Myke Towers,6542182,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5,02.13.20,02.13.20_108,20,2,13,2020,20200213
109,ocean eyes,Billie Eilish,6502380,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,02.13.20,02.13.20_109,20,2,13,2020,20200213
110,Wow.,Post Malone,6471337,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,02.13.20,02.13.20_110,20,2,13,2020,20200213
111,Robbery,Juice WRLD,6445509,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,02.13.20,02.13.20_111,20,2,13,2020,20200213
112,Bohemian Rhapsody - 2011 Mix,Queen,6443569,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,02.13.20,02.13.20_112,20,2,13,2020,20200213
113,Forever Yours - Avicii Tribute,Kygo,6426071,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf,02.13.20,02.13.20_113,20,2,13,2020,20200213
114,Get You The Moon (feat. Snøw),Kina,6418845,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,02.13.20,02.13.20_114,20,2,13,2020,20200213
115,bury a friend,Billie Eilish,6308235,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,02.13.20,02.13.20_115,20,2,13,2020,20200213
116,Shape of You,Ed Sheeran,6290467,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,02.13.20,02.13.20_116,20,2,13,2020,20200213
117,Money In The Grave (Drake ft. Rick Ross),Drake,6269520,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,02.13.20,02.13.20_117,20,2,13,2020,20200213
118,Definitivamente,Daddy Yankee,6232918,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv,02.13.20,02.13.20_118,20,2,13,2020,20200213
119,Indeciso,Reik,6208124,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,02.13.20,02.13.20_119,20,2,13,2020,20200213
120,Birthday,Anne-Marie,6207326,https://open.spotify.com/track/5hff5RQeE84pznOt8WEWeO,02.13.20,02.13.20_120,20,2,13,2020,20200213
121,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,6107499,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,02.13.20,02.13.20_121,20,2,13,2020,20200213
122,Say You Won't Let Go,James Arthur,6088005,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,02.13.20,02.13.20_122,20,2,13,2020,20200213
123,Piece Of Your Heart,MEDUZA,6087338,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,02.13.20,02.13.20_123,20,2,13,2020,20200213
124,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,6066001,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,02.13.20,02.13.20_124,20,2,13,2020,20200213
125,Quizas,Rich Music LTD,5987542,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,02.13.20,02.13.20_125,20,2,13,2020,20200213
126,Trampoline (with ZAYN),SHAED,5984690,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI,02.13.20,02.13.20_126,20,2,13,2020,20200213
127,Lights Up,Harry Styles,5956581,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,02.13.20,02.13.20_127,20,2,13,2020,20200213
128,SAD!,XXXTENTACION,5943238,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,02.13.20,02.13.20_128,20,2,13,2020,20200213
129,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,5937997,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1,02.13.20,02.13.20_129,20,2,13,2020,20200213
130,SICKO MODE,Travis Scott,5936395,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,02.13.20,02.13.20_130,20,2,13,2020,20200213
131,Dancing With A Stranger (with Normani),Sam Smith,5926249,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,02.13.20,02.13.20_131,20,2,13,2020,20200213
132,Si Te Vas,Sech,5908894,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,02.13.20,02.13.20_132,20,2,13,2020,20200213
133,Jocelyn Flores,XXXTENTACION,5838519,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,02.13.20,02.13.20_133,20,2,13,2020,20200213
134,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,5831022,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,02.13.20,02.13.20_134,20,2,13,2020,20200213
135,Perfect,Ed Sheeran,5797815,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,02.13.20,02.13.20_135,20,2,13,2020,20200213
136,"thank u, next",Ariana Grande,5731220,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,02.13.20,02.13.20_136,20,2,13,2020,20200213
137,Liberdade Provisória - Ao Vivo,Henrique & Juliano,5730424,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,02.13.20,02.13.20_137,20,2,13,2020,20200213
138,Eastside (with Halsey & Khalid),benny blanco,5705758,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,02.13.20,02.13.20_138,20,2,13,2020,20200213
139,Maniac,Conan Gray,5628956,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,02.13.20,02.13.20_139,20,2,13,2020,20200213
140,Sweet but Psycho,Ava Max,5626011,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,02.13.20,02.13.20_140,20,2,13,2020,20200213
141,You Need To Calm Down,Taylor Swift,5620124,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,02.13.20,02.13.20_141,20,2,13,2020,20200213
142,Can We Kiss Forever?,Kina,5614273,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,02.13.20,02.13.20_142,20,2,13,2020,20200213
143,GOODMORNINGTOKYO!,TOKYO’S REVENGE,5583116,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,02.13.20,02.13.20_143,20,2,13,2020,20200213
144,Que Calor (with J Balvin & El Alfa),Major Lazer,5562482,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,02.13.20,02.13.20_144,20,2,13,2020,20200213
145,"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,5561205,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ,02.13.20,02.13.20_145,20,2,13,2020,20200213
146,Hate Me (with Juice WRLD),Ellie Goulding,5551726,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,02.13.20,02.13.20_146,20,2,13,2020,20200213
147,Truth Hurts,Lizzo,5550671,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,02.13.20,02.13.20_147,20,2,13,2020,20200213
148,Perreo en La Luna,Rich Music LTD,5518834,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV,02.13.20,02.13.20_148,20,2,13,2020,20200213
149,No Judgement,Niall Horan,5517494,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK,02.13.20,02.13.20_149,20,2,13,2020,20200213
