Position,Track Name,Artist,Streams,URL,Date,Unique ID,Year,Month,Day,Full_Year,Reformatted_Date
106,"thank u, next",Ariana Grande,2126623,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,01.02.20,01.02.20_106,20,01,02,2020,20200102
107,F.N,Lil Tjay,2118567,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,01.02.20,01.02.20_107,20,01,02,2020,20200102
108,Cash Shit (feat. DaBaby),Megan Thee Stallion,2107416,https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC,01.02.20,01.02.20_108,20,01,02,2020,20200102
109,Better Now,Post Malone,2102761,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,01.02.20,01.02.20_109,20,01,02,2020,20200102
110,Ransom (with Juice WRLD) - Remix,Lil Tecca,2080822,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp,01.02.20,01.02.20_110,20,01,02,2020,20200102
111,Jocelyn Flores,XXXTENTACION,2075027,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,01.02.20,01.02.20_111,20,01,02,2020,20200102
112,I Fall Apart,Post Malone,2071892,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,01.02.20,01.02.20_112,20,01,02,2020,20200102
113,I Don't Care (with Justin Bieber),Ed Sheeran,2071194,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,01.02.20,01.02.20_113,20,01,02,2020,20200102
114,Lean Wit Me,Juice WRLD,2070879,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,01.02.20,01.02.20_114,20,01,02,2020,20200102
115,Trampoline,SHAED,2067884,https://open.spotify.com/track/4HBvwhhYo7YiYXkUDrOHzS,01.02.20,01.02.20_115,20,01,02,2020,20200102
116,Sucker,Jonas Brothers,2063509,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,01.02.20,01.02.20_116,20,01,02,2020,20200102
117,Maniac,Conan Gray,2060096,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,01.02.20,01.02.20_117,20,01,02,2020,20200102
118,Juicy,Doja Cat,2056983,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,01.02.20,01.02.20_118,20,01,02,2020,20200102
119,Hop Off A Jet (feat. Travis Scott),Young Thug,2056332,https://open.spotify.com/track/3RZftiuTcLOqpsd8ZlwNhr,01.02.20,01.02.20_119,20,01,02,2020,20200102
120,All Me (feat. Keyshia Cole),Kehlani,2036298,https://open.spotify.com/track/3ucRKbRlikYHyoI17gfR0c,01.02.20,01.02.20_120,20,01,02,2020,20200102
121,Heartless (feat. Morgan Wallen),Diplo,2024415,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,01.02.20,01.02.20_121,20,01,02,2020,20200102
122,Famous Hoes,NLE Choppa,1992735,https://open.spotify.com/track/35Xf2ABjPzUXKz19akd7Jj,01.02.20,01.02.20_122,20,01,02,2020,20200102
123,Sanguine Paradise,Lil Uzi Vert,1961298,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,01.02.20,01.02.20_123,20,01,02,2020,20200102
124,Heart On Ice,Rod Wave,1959188,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,01.02.20,01.02.20_124,20,01,02,2020,20200102
125,Up All Night,Khalid,1953411,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,01.02.20,01.02.20_125,20,01,02,2020,20200102
126,Somebody,Internet Money,1952035,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi,01.02.20,01.02.20_126,20,01,02,2020,20200102
127,One Thing Right,Marshmello,1941929,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,01.02.20,01.02.20_127,20,01,02,2020,20200102
128,Without Me,Halsey,1941747,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01.02.20,01.02.20_128,20,01,02,2020,20200102
129,Hot Shower,Chance the Rapper,1920711,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf,01.02.20,01.02.20_129,20,01,02,2020,20200102
130,ocean eyes,Billie Eilish,1916927,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,01.02.20,01.02.20_130,20,01,02,2020,20200102
131,It's You,Ali Gatie,1907782,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,01.02.20,01.02.20_131,20,01,02,2020,20200102
132,Immortal,21 Savage,1889669,https://open.spotify.com/track/4IO8X9W69dIQe0EC5ALXhq,01.02.20,01.02.20_132,20,01,02,2020,20200102
133,XO Tour Llif3,Lil Uzi Vert,1887498,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,01.02.20,01.02.20_133,20,01,02,2020,20200102
134,One Man Band,Old Dominion,1886449,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR,01.02.20,01.02.20_134,20,01,02,2020,20200102
135,Moonlight,XXXTENTACION,1881690,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,01.02.20,01.02.20_135,20,01,02,2020,20200102
136,Panini - DaBaby Remix,Lil Nas X,1881560,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD,01.02.20,01.02.20_136,20,01,02,2020,20200102
137,God's Plan,Drake,1864224,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,01.02.20,01.02.20_137,20,01,02,2020,20200102
138,Millions,Young Thug,1861913,https://open.spotify.com/track/43YQDj1KOPMFAUcTEPKy4p,01.02.20,01.02.20_138,20,01,02,2020,20200102
139,Candy,Doja Cat,1857037,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,01.02.20,01.02.20_139,20,01,02,2020,20200102
140,goosebumps,Travis Scott,1855025,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,01.02.20,01.02.20_140,20,01,02,2020,20200102
141,Did It Again,Lil Tecca,1850844,https://open.spotify.com/track/4guBZjUyrGoHsTahO3IHdj,01.02.20,01.02.20_141,20,01,02,2020,20200102
142,bury a friend,Billie Eilish,1849769,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,01.02.20,01.02.20_142,20,01,02,2020,20200102
143,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,1841920,https://open.spotify.com/track/5BJMeoCXXgbRAWfp6fTulr,01.02.20,01.02.20_143,20,01,02,2020,20200102
144,High Fashion (feat. Mustard),Roddy Ricch,1820280,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,01.02.20,01.02.20_144,20,01,02,2020,20200102
145,Eastside (with Halsey & Khalid),benny blanco,1816647,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,01.02.20,01.02.20_145,20,01,02,2020,20200102
146,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1813304,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,01.02.20,01.02.20_146,20,01,02,2020,20200102
147,Good as Hell,Lizzo,1812455,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,01.02.20,01.02.20_147,20,01,02,2020,20200102
148,Pure Water (with Migos),Mustard,1798579,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,01.02.20,01.02.20_148,20,01,02,2020,20200102
149,Cherry,Harry Styles,1795058,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL,01.02.20,01.02.20_149,20,01,02,2020,20200102
150,Golden,Harry Styles,1791410,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,01.02.20,01.02.20_150,20,01,02,2020,20200102
